,llama_gc_full_answer,llama_gc_guess,llama_gc_ask_confidence,llama_gc_tok_confidence
39555,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.704537719357276
39556,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.880496669180846
39557,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989232702569989
39558,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9043278036231548
39559,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999043783825576
39560,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9142337019627288
39561,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991606372788848
39562,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9963390638558223
39563,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.983987203150205
39564,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9931568542717167
39565,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994131196742243
39566,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9987913690391044
39567,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9971291228129435
39568,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996712097084249
39569,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997903548262453
39570,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996558420631103
39571,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999172755946042
39572,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998580418976274
39573,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997276809372253
39574,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995836561668822
39575,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999382534007133
39576,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999120312845954
39577,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998974905186837
39578,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999935750323403
39579,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999778796504017
39580,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998048924628621
39581,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996704949208665
39582,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8660933699835262
39583,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9992564489050645
39584,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9889373887491207
39585,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9932281149297917
39586,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.994676353216249
39587,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9980182659130015
39588,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9958781139457155
39589,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999247402523579
39590,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991373119742799
39591,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996277288148872
39592,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.962490267649335
39593,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9932212943494659
39594,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996689462356391
39595,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9990486620926137
39596,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9888721053425352
39597,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9932376407878215
39598,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9971131220892726
39599,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9958645175902164
39600,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9923170793612778
39601,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.866515376168882
39602,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999838020821372
39603,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996247508020727
39604,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994675373456471
39605,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999420676405305
39606,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999176331638507
39607,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998519639783835
39608,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999609008813933
39609,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999388493741573
39610,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998489846428079
39611,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996967043746694
39612,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9982436802288279
39613,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997598509638483
39614,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998085865237403
39615,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999364654825127
39616,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9987807851980175
39617,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995803210984381
39618,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9939693137180847
39619,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9993884729133196
39620,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999693368550811
39621,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997777240910909
39622,"[Guess]: No

[Confidence]: 0.95",No,0.95,0.9997599701154202
39623,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997724812404242
39624,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9939091340004023
39625,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9457418282764297
39626,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9516067934176033
39627,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.6773559660410621
39628,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991243407380698
39629,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.993986273723508
39630,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.5918179433155638
39631,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8334918664566385
39632,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9987828068454353
39633,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994777785277803
39634,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995771051418079
39635,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.997762334029725
39636,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9901932175685445
39637,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9992141943066447
39638,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995679338777427
39639,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.5533275378909156
39640,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999456939125612
39641,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989101856274026
39642,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9886446104566465
39643,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9735329187777972
39644,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9887542655405973
39645,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9996190331016879
39646,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9043838635836778
39647,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8655766470203525
39648,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9239520773324273
39649,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9967405097929813
39650,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997471018568109
39651,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8915717705265339
39652,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9145726949892585
39653,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9939670762890551
39654,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9999280027712771
39655,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997726003935014
39656,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9980180284316713
39657,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9793528893159384
39658,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.962425891150542
39659,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.6221224655342948
39660,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9874530279945388
39661,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9980128040890728
39662,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9990207019344488
39663,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9992351425889929
39664,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9665006461037495
39665,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9839630798823533
39666,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9998353990671837
39667,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8513778416571349
39668,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.996753537689078
39669,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996279670574593
39670,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999579130001106
39671,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995782962367271
39672,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996301112431636
39673,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999765212842284
39674,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997853501603268
39675,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998448135966465
39676,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998606637548391
39677,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9999218048193594
39678,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.914424943219469
39679,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999045224793639
39680,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9874179260628531
39681,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9986153965123736
39682,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.5922511741897126
39683,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9974588520751838
39684,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8665764266587277
39685,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8802680886093779
39686,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9463981251842488
39687,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8803004095318341
39688,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9819028338097778
39689,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7542361189235924
39690,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9668103131096868
39691,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996880074504653
39692,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996230831397187
39693,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9963542112237904
39694,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9888606809131869
39695,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998997550400364
39696,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998788980294174
39697,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9817126556306377
39698,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9874733696614144
39699,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9974420107105361
39700,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.998231682459393
39701,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.7052382496981074
39702,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9874918521658558
39703,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9900508749719622
39704,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7302678462324822
39705,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9967209686162093
39706,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9982129142265779
39707,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997799880720509
39708,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9947242409312448
39709,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9940212555165369
39710,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.999940279711872
39711,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9145971238553178
39712,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998688869777397
39713,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.987483947604154
39714,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9577639354067599
39715,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9146865792778975
39716,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9956657024729617
39717,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994678946086261
39718,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9888867929043883
39719,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9932259980334689
39720,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9989923864541976
39721,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7977060990988394
39722,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9705432324321399
39723,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9967007177111336
39724,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7052501668560579
39725,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9998622130426229
39726,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9953115301940396
39727,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994539621451838
39728,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996153404248426
39729,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994626549971048
39730,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999246654044206
39731,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9874898767092521
39732,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.99924835478265
39733,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996176036598822
39734,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7300103402809572
39735,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994626549971048
39736,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9995736510240234
39737,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998420726341761
39738,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.8514563113897557
39739,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999810612317527
39740,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999061910914088
39741,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998359949138526
39742,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999814544744775
39743,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996851482261601
39744,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.8661430974465568
39745,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999150109971953
39746,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989230323277405
39747,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9984481612765256
39748,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998488654660775
39749,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993231112893431
39750,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.99985863777234
39751,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998165705506343
39752,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999079788972756
39753,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991394540316221
39754,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997269660801927
39755,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999778081566788
39756,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997310169919629
39757,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997344722354619
39758,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998793747507427
39759,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998326581596212
39760,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996643001652582
39761,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999309825823998
39762,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999375382330494
39763,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9818973177526357
39764,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7306641397119819
39765,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989028107573695
39766,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9974496011102931
39767,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9980009306215017
39768,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997135029815358
39769,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9768638170952344
39770,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996054537779869
39771,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.49939150816428296
39772,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993944261438747
39773,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9901894771758215
39774,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.995316372160989
39775,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997505571849985
39776,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998892668350091
39777,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7974826952011782
39778,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.5612627700867758
39779,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9705463761625543
39780,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9984394860238304
39781,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.998450300345339
39782,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995661472980544
39783,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997174346340454
39784,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9666428689374189
39785,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7971109972287778
39786,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9967525901282518
39787,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9984416250740579
39788,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997805838566004
39789,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9990189172923408
39790,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995220800704834
39791,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9980233717752679
39792,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997628297719523
39793,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9977645888297011
39794,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9977505852708376
39795,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998187155337206
39796,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9901692575361254
39797,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9923393830033926
39798,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.998222298240772
39799,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991467133441065
39800,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9992452600021509
39801,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9958578968597309
39802,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9768705276210817
39803,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995638842667907
39804,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995763905088108
39805,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9901833999899613
39806,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8662396050066672
39807,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9873832906824677
39808,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7302636023276462
39809,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9999270492388316
39810,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9992164557028542
39811,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9839887042301034
39812,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9940106547590292
39813,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995201745370145
39814,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993090638694281
39815,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9987788825021324
39816,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998645965826473
39817,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.93229089345812
39818,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9953118842913317
39819,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9946473403651036
39820,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9027365453272688
39821,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9958451289954771
39822,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.998614564365638
39823,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9947018299569695
39824,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997511529374614
39825,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997810604728566
39826,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995613830720727
39827,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997523444434523
39828,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999755323214642
39829,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998990399290077
39830,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.99990261549654
39831,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9874666276845272
39832,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9992225259202394
39833,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998567309570499
39834,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9995872294793167
39835,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999626061118472
39836,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997049248816312
39837,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9995318459828935
39838,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998358757532201
39839,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998841419983222
39840,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997329233347368
39841,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997871375246266
39842,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9993290637233673
39843,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998505338979452
39844,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998343265353449
39845,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999299098534469
39846,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999254997414527
39847,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998911737632742
39848,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999200169669461
39849,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999049992201816
39850,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998444560679898
39851,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997051631716969
39852,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996251081794341
39853,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9987843527044347
39854,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999154877575644
39855,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998825926329088
39856,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999864477404056
39857,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998774678668052
39858,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998941533555177
39859,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998365907754261
39860,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997555615167206
39861,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996237978642839
39862,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998679335453171
39863,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998977288910255
39864,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999710524451331
39865,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9953151912138772
39866,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9984523206264065
39867,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9524646933758492
39868,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998313473105228
39869,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997596126607473
39870,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998276530782524
39871,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9984466162865667
39872,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999045092653538
39873,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999111969660766
39874,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9994759922546742
39875,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998492229817614
39876,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9990540163623681
39877,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999239502537504
39878,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997848735274767
39879,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989148246170512
39880,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.997462766006503
39881,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998774678668052
39882,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998897435685532
39883,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998556583877783
39884,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999388493741573
39885,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999371806494093
39886,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999132231714799
39887,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999438555760236
39888,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999321745137005
39889,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998508914142256
39890,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999523866484138
39891,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.998790655578299
39892,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991548058289854
39893,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9980295461089037
39894,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999055951592553
39895,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9992484737860157
39896,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998674568439967
39897,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996833612042115
39898,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997192217750945
39899,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999586395708182
39900,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989245786363531
39901,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996976574692449
39902,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997156475252866
39903,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8327589247239656
39904,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6210813876550728
39905,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9143829829352984
39906,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9932060068365498
39907,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998566117939461
39908,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9940019389121882
